,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9
1972,28210996,17165888,24885829,13586915,7846067,763588,32333298,17269361,13083239,31626023
1973,20518873,30340888,17846011,294442,23310161,887573,421642,30652384,16667794,33413919
1974,763588,5,113946,9677870,19543,176972,816487,7846067,13083239,22917
1975,3008,3980,10065,19321,19543,42369,46677,84369,98573,125411
1976,1852,139463,10365,130580,47281,84369,5,2998,2839,157993
1977,17165888,28210996,25785760,16029151,763588,29279220,29102876,13083239,17071967,68653
1978,5,23772,30119,77390,113946,3636,763588,6347563,9642662,11387515
1979,7846067,30205595,23310669,33376257,24819508,28210996,22750286,33158525,29102876,18166930
1980,3980,3579,2998,3323157,763588,936503,4600,9677870,161099,8319728
1981,763588,300946,161099,17165888,29279220,17071967,28210996,176972,31145060,30205595
1982,13083239,17165888,28210996,763588,161099,29279220,25785760,165068,16029151,816487
1983,17165888,29279220,32333298,11387515,33376257,24819508,16669264,30205595,24885829,27064348
1984,9677870,7846067,17165888,32333298,24885829,29279220,31626023,763588,31145060,33376257
1985,5,763588,125507,30340888,17165888,113946,31626023,31145060,33376257,7747422
1986,763588,17165888,176972,9677870,7846067,29279220,29563587,3579,4215733,30340888
1987,17165888,28210996,30205595,7692533,763588,30340888,33376257,17071967,7846067,31145060
1988,7692533,30340888,22571259,16054808,3636,682751,11192642,32333298,33158525,426625
1989,30205595,28114578,30340888,31423547,28008154,18166919,33784360,27414384,20670612,20518841
1990,5,763588,13083239,157993,47558,816487,7846067,9673436,165068,176972
1991,30119,370493,763588,13083239,16101018,1414607,13260645,165068,17165888,25058
1992,763588,28210996,22917,16029151,3980,30119,7846067,165068,191113,13083239
1993,763588,109059,161099,17165888,7893,28210996,4215733,68653,22693811,543495
1994,4948,763588,29102876,17165888,758707,7846067,8319728,34002075,34523572,453916
1995,19543,7846067,763588,113946,9677870,8999818,515904,3636,3943162,28210996
1996,763588,30340888,17165888,20697464,7846067,31626023,13083239,28210996,176972,682751
1997,3636,16029151,7747422,763588,34523572,32333298,31702735,31626023,858586,11360892
1998,10065,728468,728484,763588,5983694,6347563,7846067,9642662,9661136,10845916
1999,176972,5,763588,23772,22917,776407,47558,98573,816487,16029151
2000,11387515,28210996,25058,27247476,11737022,32333298,84369,16101018,816487,936503
2001,113946,816487,17165888,161099,763588,28210996,4948,176972,13083239,11737022
2002,763588,27247476,17165888,30340888,29102876,33158525,8319728,18051269,13083239,816487
2003,5,77390,98573,763588,2904330,6347563,7846067,9661136,10845916,11556479
2004,763588,7846067,176972,17165888,28210996,7692533,30340888,20697464,31626023,31258103
2005,763588,176972,13083239,489972,161099,68653,69139,7893,1401164,849287
2006,763588,13083239,17165888,176972,7846067,816487,28210996,23528363,20697464,29102876
2007,5,763588,25785760,33376257,109059,34137106,161099,17165888,28637454,8319728
2008,763588,816487,3579,9673436,113946,22917,9677870,4215733,17165888,161099
2009,310039,728468,767680,763588,6347563,7846067,9642662,17846011,22249668,22693811
2010,7844798,7846067,25745002,17262290,30205595,9677870,20256610,33158525,23341903,22718714
2011,3579,5,3008,763588,191113,161099,6310,19543,176972,22917
2012,17165888,30340888,28210996,29102876,763588,31145060,24885829,453916,25785760,30205595
2013,763588,7893,176972,17165888,18051269,6347563,4215733,29279220,5,28210996
2014,23310669,33376257,17165888,31145060,30340888,32333298,13586915,30205595,24885829,23528363
2015,370493,763588,176972,7692533,31626023,816487,29279220,22917,29102876,3636
2016,30340888,30205595,17165888,33376257,7692533,32333298,31145060,20697464,28210996,20696727
2017,17165888,4215733,30340888,763588,28210996,18051269,68653,8319728,2805987,29279220
2018,7846067,18051269,13083239,191113,763588,28210996,17846011,16029151,165068,27247476
2019,763588,6347563,7846067,25785760,33376257,849287,1414607,17061551,139656,161099
2020,31145060,16029151,763588,7846067,32333298,28210996,3476560,165068,13586915,31626023
2021,17165888,246617,13083239,17349203,68653,25377078,133526,25241547,109059,543495
2022,17165888,763588,30205595,28210996,30340888,4215733,29102876,246617,25785760,20697464
2023,763588,7846067,816487,31258103,28210996,515906,8319728,17239036,4948,453916
2024,5,763588,7846067,13083239,17165888,28210996,4215733,30340888,31145060,17262290
2025,9677870,32333298,28210996,16029151,30340888,7844798,29102876,763588,8319728,17165888
2026,763588,7846067,176972,28210996,31626023,129771,9677870,30119,816487,17165888
2027,11387515,11594337,6310,17165888,763588,24819508,165068,16052012,109059,26722967
2028,29102876,28210996,17165888,31145060,763588,47558,453916,3579,5,16029151
2029,28210996,763588,7846067,30205595,17165888,33376257,29102876,7844798,32333298,25817074
2030,763588,11594337,33376257,23528363,161099,17165888,8319728,29279220,25377078,28210996
2031,763588,24819508,28210996,29102876,16029151,7692533,816487,17165888,7846067,4215733
2032,763588,1129297,18667875,29279220,7893,30340888,4215733,25377078,68653,17165888
2033,763588,7846067,11233988,11594337,22750286,33376257,9677870,13591670,17262290,23528363
2034,4215733,37186,7846067,17165888,763588,34268,18051269,25058,1243806,13083239
2035,763588,9673436,17165888,3579,29563587,16029151,29291,29102876,3476560,816487
2036,763588,29291,13083239,3579,113946,17165888,47558,161099,489972,176972
2037,763588,18051269,17165888,4215733,17846011,28210996,13083239,7846067,25785760,31743096
2038,5,30119,763588,3980,24178,2998,10365,9677870,176972,3579
2039,4948,10065,23772,30118,30119,84369,140225,24213,763588,6347563
2040,763588,7846067,176972,3636,758707,125507,16029151,17165888,191113,28210996
2041,30340888,68653,25785760,763588,776407,176972,453916,17165888,29152096,18051269
2042,5,30118,30119,113946,763588,2904330,6347563,9642662,11387515,11556479
2043,5,16101018,7692533,30205595,29102876,30340888,17165888,13083239,7846067,9673436
2044,34523572,28210996,763588,7692533,758707,8319728,17165888,27247476,16029151,24819508
2045,113946,7846067,7747422,13083239,23528363,191113,17262290,8999818,109059,763588
2046,30340888,31145060,17165888,31626023,28210996,11233988,33376257,32333298,816487,763588
2047,30340888,34523572,34002075,30205595,30652384,30375421,28114578,31145060,5,31626023
2048,7846067,763588,24819508,28210996,31145060,30205595,68653,16029151,165068,7692533
2049,7846067,17165888,13083239,763588,161099,68653,17262290,28210996,33376257,31145060
2050,3579,3980,30119,5,2839,13083239,19543,37186,763588,38709
2051,763588,28210996,29102876,17165888,33376257,453916,9677870,334818,3579,18051269
2052,763588,29279220,3579,17165888,4215733,161099,13083239,816487,9673436,23590446
2053,858586,13083239,4215733,18051269,68653,763588,774012,28210996,29102876,29279220
2054,3579,763588,816487,6319,420282,176972,17239036,301736,161099,489972
2055,17165888,13083239,28210996,18051269,30340888,17262290,27206444,7692533,7846067,16029151
2056,17165888,30340888,9677870,7692533,28210996,27247476,31626023,30205595,13083239,763588
2057,460548,763588,3579,19321,47558,4948,489972,816487,22917,301736
2058,17165888,28210996,29102876,16029151,24885829,763588,758707,9677870,28686931,31626023
2059,763588,18764221,33376257,3579,19330,42486,47558,25241547,153540,161099
2060,763588,17165888,4215733,29291,4948,816487,5,16029151,77390,176972
2061,758707,21413862,27247476,8319728,30340888,22889878,28210996,15815400,17165888,28114578
2062,5,370493,763588,176972,13083239,22917,109059,816487,8319728,47281
2063,763588,18051269,28210996,7844798,161099,2998,3636,32956666,30340888,165068
2064,19321,23772,8337,763588,6347563,13083239,22693811,33376257,3579,19330
2065,17165888,28210996,20696727,30205595,17262290,30340888,31145060,16029151,24819508,23310669
2066,763588,69139,176972,816487,5,17165888,30119,776407,161099,7846067
2067,17165888,30340888,30205595,27414384,33376257,2805987,13586915,30375421,33158525,31145060
2068,5,763588,6347563,17082833,17846011,23310669,25785760,27247476,33376257,300946
2069,7846067,7844798,763588,13083239,32333298,31145060,816487,161099,29102876,17165888
2070,29102876,176972,98573,24885829,763588,31145060,32956666,758707,453916,17165888
2071,5,763588,3636,17165888,3579,28210996,47558,25377078,32333298,9677870
2072,17165888,4215733,763588,28210996,24885829,32333298,31145060,33376257,20696727,31626023
2073,17165888,30340888,7692533,763588,28210996,29279220,18051269,4215733,30205595,33376257
2074,763588,176972,194870,11594337,3579,31145060,816487,17165888,313375,29102876
2075,113946,763588,6347563,22693811,24633190,25785760,33376257,3579,109059,7747422
2076,514346,728456,728468,294442,17165888,7893,25377078,683288,60179,765300
2077,763588,13083239,21965198,22693811,23310669,24819508,25785760,33376257,3579,22917
2078,233093,763588,3579,19543,5,24178,113946,30119,816487,191113
2079,763588,816487,9673436,13083239,11387515,109059,17262290,38709,31626023,176626
2080,18051269,30205595,30340888,7692533,17262290,17165888,28863276,758707,6534132,8319728
2081,5,3636,8337,763588,7846067,13083239,22693811,31215005,3579,47558
2082,4215733,17165888,763588,68653,8319728,219557,28210996,7846067,33376257,758707
2083,763588,7846067,13083239,22750286,25785760,33376257,109059,9677870,17262290,28507895
2084,11594337,9677870,37186,763588,7846067,113946,3579,157993,31145060,22917
2085,17165888,763588,4215733,17082833,758707,31626023,29102876,32333298,7844798,28210996
2086,4948,6310,6689,28686931,420282,24819508,24213,165068,7784,29102876
2087,763588,9677870,29279220,16101018,17165888,31626023,30340888,31145060,7692533,16029151
2088,68653,29102876,3579,763588,28210996,758707,16667794,4215733,370493,525007
2089,33158525,13586915,7692533,30205595,34137106,24885829,82599,31702735,13792594,23281919
2090,9677870,19543,3579,24178,763588,47281,816487,8319728,25058,7846067
2091,370493,17165888,17262290,11594337,13588082,763588,28210996,29102876,33376257,22750286
2092,763588,33376257,42486,25241547,161099,6434058,17165888,25937839,29279220,7893
2093,165068,16101018,176972,11360892,7846067,1414607,774597,6164358,17846011,13083239
2094,763588,28210996,3579,29102876,4215733,17165888,31145060,24885829,161099,758707
2095,4948,23772,511614,24963,29313,34268,685472,763588,2904330,5983694
2096,13083239,763588,17165888,9677870,16101018,30340888,8319728,22889878,31258103,18349512
2097,24963,763588,6347563,22693811,25785760,33376257,3579,42486,334818,109059
2098,161099,17165888,8319728,28210996,31145060,30340888,30205595,29152096,28362008,24885829
2099,161099,17165888,8319728,18051269,28210996,30340888,29102876,22889878,20697464,29279220
2100,7779,7784,23772,84369,98573,140225,201138,310039,474858,505304
2101,30119,3579,763588,5,30118,3980,37186,8319728,936503,31145060
2102,13083239,65111,131123,172327,402009,17165888,28637454,29279220,65118,438492
2103,3579,5,38709,16101018,3008,53496,47281,6319,30120,525007
2104,30340888,20697464,22889878,28210996,17165888,758707,26800718,30453686,334818,18431749
2105,763588,28210996,31626023,29102876,816487,30340888,31145060,25817074,16029151,7692533
2106,763588,176972,3008,37186,65113,8319728,3579,816487,13083239,31145060
2107,7846067,7692533,30340888,28114578,17165888,13586915,28210996,25817074,9677870,7844798
2108,763588,68653,4215733,17165888,176972,47558,887573,7893,13083239,28210996
2109,763588,816487,4215733,20697464,113946,7692533,18051269,30205595,8319728,31626023
2110,28210996,17165888,11233988,33376257,27247476,13531024,763588,334818,32333298,9677870
2111,8319728,31626023,176972,16029151,165068,3476560,31145060,24819508,17846011,28259095
2112,763588,17165888,28210996,453916,16667794,24885829,68653,25785760,532069,847018
2113,5,763588,6347563,22750286,24633190,25489033,25785760,28818766,33376257,47558
2114,9322920,191113,18552623,25332008,33376257,758707,24819508,30205595,82599,34137106
2115,763588,22917,7846067,17165888,3579,816487,161099,13083239,176972,31626023
2116,763588,3579,176972,17165888,165068,4215733,816487,9673436,29102876,31145060
2117,17165888,25785760,28210996,763588,30340888,7692533,887573,24819508,161099,8319728
2118,11387515,763588,2998,47558,13083239,24178,3008,816487,113946,30120
2119,763588,17262290,161099,17165888,535761,17071967,28210996,16029151,4215733,30340888
2120,161099,68653,763588,4215733,3579,515904,19348456,29279220,32333298,13260645
2121,370493,37186,763588,17165888,219557,23590446,3579,29102876,33376257,532069
2122,17165888,7846067,763588,28210996,8319728,13083239,29102876,31145060,33376257,30340888
2123,29102876,17165888,7846067,23310669,18051269,20696727,21965198,7692533,13591670,24885829
2124,3636,33376257,30205595,28210996,30340888,24819508,17165888,13586915,24885829,2805987
2125,7846067,763588,18051269,28210996,17165888,17262290,4215733,31626023,13083239,816487
2126,5,3008,4948,23772,30118,77390,113946,140225,233093,8337
2127,17165888,16029151,30340888,27247476,24885829,33376257,30205595,31702735,191113,18349512
2128,763588,7846067,11594337,13083239,20708773,33376257,17262290,34137106,161099,17165888
2129,763588,17165888,29102876,31145060,30340888,7846067,28210996,16029151,31626023,20696727
2130,763588,8337,816487,29291,176972,28210996,194870,25058,334818,161099
2131,17165888,763588,13083239,7846067,17262290,28210996,30340888,421642,31626023,23528363
2132,77390,310039,728468,1129297,29313,763588,5983694,6347563,7846067,9661136
2133,763588,28210996,17165888,68653,18051269,8319728,816487,9677870,25361885,30340888
2134,17165888,16101018,7846067,936503,28210996,763588,30119,9677870,27206444,24885829
2135,24885829,30340888,31145060,161099,24633190,31626023,17290220,22540206,33784360,816487
2136,3579,763588,30119,17165888,9677870,816487,32333298,3980,23528363,936503
2137,763588,2904330,6347563,7846067,9661136,11556479,11594337,13083239,15944573,17082833
2138,30119,34268,83369,370493,763588,13083239,3579,849287,858586,13260645
2139,11233988,28210996,13531024,7692533,763588,7846067,31626023,29102876,12065943,17165888
2140,5,9677870,30340888,17165888,30205595,9673436,191113,763588,33376257,7692533
2141,7846067,763588,191113,758707,22917,17165888,17846011,68653,28210996,3579
2142,438492,3579,37186,172327,8319728,763588,65113,78418,131123,3636
2143,763588,13083239,157993,3579,30119,176972,68653,1013383,47558,69139
2144,763588,161099,28210996,2060655,29279220,24885829,20697464,18667875,17165888,1401164
2145,763588,7846067,7692533,4215733,29279220,30205595,18051269,19348456,17071967,31626023
2146,763588,10365,3579,1174169,8319728,6319,24178,29102876,28210996,17165888
2147,2998,3008,3980,7779,7784,10065,23772,30118,30119,42369
2148,763588,8319728,28210996,29102876,16101018,77390,9677870,165068,17165888,453916
2149,763588,4215733,68653,29102876,18667875,816487,474858,3476560,29101499,420282
2150,763588,816487,161099,29102876,8319728,3579,4215733,113946,176972,165068
2151,763588,5983694,6347563,7493149,7623958,7846067,9661136,11387515,11594337,15798648
2152,763588,682751,113946,30120,3636,816487,30119,31314,176972,460548
2153,3008,7784,11301,46677,84369,125411,140225,183999,201138,310039
2154,3636,30119,936503,7846067,5,31626023,30340888,11556479,763588,18349512
2155,2998,6327,763588,13083239,30119,3579,7846067,22917,816487,233093
2156,30340888,17165888,31145060,30205595,33376257,26800718,9677870,20697464,7846067,32333298
2157,763588,30119,176972,816487,24819508,31258103,8319728,17165888,31145060,34608694
2158,30119,113946,17165888,30118,3636,420282,176972,763588,19543,24178
2159,816487,763588,4215733,165068,7780,7846067,47558,68653,3476560,69139
